Azimuth,Elevation
7.16298047592237,-0.535181009548057
7.16303010947606,-0.535184773159469
7.16307974372909,-0.535188536823428
7.1631254295752,-0.535192080756966
7.16317506517605,-0.535195844522923
7.16322470147813,-0.535199608341411
7.1632743384808,-0.535203372212423
7.16332397618308,-0.535207136135981
7.16337361458119,-0.535210900112088
7.16342325367938,-0.535214664140741
7.16347289347735,-0.535218428221887
7.16352253397492,-0.535222192355641
7.16356822563464,-0.535225736731601
7.16361786748332,-0.53522950096736
7.1636675100286,-0.535233265255648
7.16371715327684,-0.535237029596488
7.16376679722054,-0.535240793989877
7.16381644186564,-0.535244558435834
7.16386608720913,-0.535248322934297
7.16391573325384,-0.535252087485321
7.16396143007551,-0.535255632254345
7.16401107747151,-0.535259396907397
7.16406072556329,-0.535263161613053
7.16411037435542,-0.535266926371212
7.16416002384727,-0.535270691181986
7.16420967404154,-0.535274456045277
7.16425932493157,-0.535278220961129
7.16430897652195,-0.535281985929556
7.16435467850928,-0.535285531091642
7.16440433145053,-0.535289296162106
7.16445398509228,-0.535293061285155
7.16450363943233,-0.535296826460751
7.16455329447026,-0.53530059168894
7.16460295021089,-0.535304356969664
7.16465260664963,-0.535308122302986
7.16470226378682,-0.535311887688821
7.16474797094222,-0.535315433244054
7.16479762943112,-0.535319198732019
7.16484728862036,-0.535322964272539
7.16489694850962,-0.535326729865624
7.1649466090969,-0.535330495511281
7.16499627038524,-0.535334261209521
7.1650459323727,-0.535338026960337
7.16509559505945,-0.53534179276371
7.1651413073803,-0.535345338712164
7.16519097141804,-0.535349104617646
7.16524063615493,-0.535352870575722
7.16529030159474,-0.535356636586349
7.16533996773194,-0.535360402649597
7.16538963457081,-0.535364168765393
7.16543930210821,-0.535367934933783
7.16548897034515,-0.535371701154772
7.16553468783199,-0.535375247496479
7.16558435741969,-0.535379013819571
7.16563402770879,-0.535382780195241
7.16568369869824,-0.535386546623524
7.16573337038609,-0.535390313104376
7.16578304277452,-0.535394079637826
7.16583271586173,-0.535397846223867
7.16588238964857,-0.535401612862506
7.16593206413707,-0.535405379553747
7.16597778744711,-0.535408926338341
7.16602746328383,-0.535412693131698
7.16607713982471,-0.535416459977646
7.16612681706352,-0.535420226876221
7.16617649500234,-0.535423993827369
7.16622617364263,-0.535427760831129
7.16627585298412,-0.535431527887496
7.16632553302154,-0.535435294996448
7.16637126155278,-0.535417355369796
7.16642094294356,-0.535421122429755
7.16647062503456,-0.535424889542294
7.1665203078268,-0.535428656707464
7.16656999132061,-0.535432423925228
7.16661967551128,-0.535436191195627
7.16666936040345,-0.53543995851862
7.16671904599496,-0.535443725894203
7.16676477964188,-0.535447273323363
7.16681446658713,-0.535451040801127
7.1668641542325,-0.535454808331498
7.16691384257791,-0.535458575914481
7.16696353162207,-0.535462343550082
7.16701322136677,-0.535466111238327
7.16706291181269,-0.535469878979139
7.16711260295839,-0.535473646772617
7.16715834177822,-0.535477194595283
7.16720803427587,-0.535480962490941
7.16725772747326,-0.535484730439192
7.16730742137221,-0.535488498440071
7.16735711597083,-0.535492266493543
7.16740681127164,-0.535496034599694
7.16745650727224,-0.535499802758441
7.16750620397327,-0.53550357096984
7.16755194796048,-0.535507119186108
7.16760164601466,-0.535510887499675
7.16765134476781,-0.535514655865904
7.1677010442219,-0.535518424284736
7.16775074437711,-0.5355221927562
7.16780044523298,-0.5355259612803
7.16785014678688,-0.535529729857052
7.16789984904274,-0.535533498486454
7.1679455982048,-0.535537047096392
7.16799530181364,-0.535540815827959
7.16804500612449,-0.535544584612178
7.16809471113387,-0.535548353449065
7.16814441684411,-0.535552122338554
7.16819412325606,-0.535555891280713
7.16824383036706,-0.535559660275515
7.16829353817969,-0.535563429322949
7.16833929251611,-0.535566978326621
7.16838900168074,-0.535570747476285
7.16843871154767,-0.535574516678594
7.16848842211409,-0.535578285933573
7.16853813338048,-0.535582055241199
7.16858784534884,-0.535585824601468
7.16863755801913,-0.535589594014373
7.16868727138987,-0.535593363479943
7.16873698545946,-0.535597132998178
7.1687827456215,-0.535600682445228
7.16883246104508,-0.535604452065709
7.16888217717007,-0.535608221738849
7.16893189399483,-0.535611991464627
7.16898161152336,-0.535615761243091
7.16903132974923,-0.535619531074184
7.16908104867712,-0.535623300957982
7.16913076830568,-0.535627070894413
7.16917653364431,-0.535630620735342
7.16922625462695,-0.535634390774039
7.16927597631068,-0.535638160865423
7.16932569869365,-0.535641931009426
7.16937542178023,-0.535645701206142
7.16942514556479,-0.535649471455513
7.16947487005289,-0.535653241757567
7.16952459524074,-0.535657012112281
7.16957036575584,-0.535660562347116
7.16962009229764,-0.535664332804126
7.16966981954067,-0.535668103313785
7.16971954748375,-0.53567187387615
7.16976927613027,-0.535675644491175
7.16981900547584,-0.535679415158882
7.16986873552411,-0.535683185879291
7.16992242198564,-0.535687176846371
7.16997610924975,-0.53569116787246
7.1700297973129,-0.535695158957533
7.17007953030931,-0.535698929897853
7.17013321992485,-0.535702921097681
7.17018691034,-0.53570691235652
7.17023664553708,-0.535710683461028
7.17029033750426,-0.535714674834631
7.17034403027135,-0.53571866626723
7.17037625053462,-0.535722465043464
7.17042994472636,-0.535726456591387
7.1704836397173,-0.535730448198357
7.17053337919714,-0.535734219631826
7.17058707573874,-0.535738211353536
7.17064077308352,-0.53574220313426
7.17069051476138,-0.53574597473196
7.17074421365809,-0.535749966627457
7.17079791335335,-0.535753958581997
7.17084765728701,-0.535736229881022
7.17090135853293,-0.535740221790141
7.17095506058222,-0.535744213758298
7.17100480666445,-0.535747985533132
7.17105851026527,-0.53575197761607
7.17111221466564,-0.535755969758039
7.17116196294836,-0.535759741697125
7.17121566889884,-0.535763733953881
7.17126937565382,-0.535767726269661
7.17131912613521,-0.535771498373004
7.17137283444334,-0.535775490803595
7.17140902390987,-0.53577951081064
7.17145877647279,-0.535783283078803
7.17151248700486,-0.535787275683788
7.17156619833745,-0.535791268347847
7.17161595310376,-0.535795040780277
7.17166966598839,-0.535799033559132
7.17172337967441,-0.535803026397039
7.1717731366404,-0.53580679899374
7.17182685187801,-0.535810791946472
7.17188056791711,-0.535814784958223
7.17193032708696,-0.535818557719276
7.1719840446774,-0.535822550845869
7.17203776307136,-0.535826544031517
7.17208752444157,-0.535830316956875
7.1721412443863,-0.535834310257362
7.17219496513242,-0.535838303616901
7.17224472870677,-0.53584207670658
7.17229845100539,-0.53584607018097
7.17235217410678,-0.535850063714398
7.17240193987946,-0.535853836968451
7.17243814239396,-0.535857858145145
7.17249186772113,-0.535861851853064
7.17254559384906,-0.535865845620032
7.17259536245871,-0.535869619094728
7.17264909013815,-0.535873612976604
7.17270281862202,-0.535877606917502
7.17275258943085,-0.535881380556574
7.17280631946659,-0.535885374612353
7.17286005030481,-0.535889368727216
7.17290982337234,-0.535871635770959
7.1729635557606,-0.535875629840416
7.17301728895282,-0.53587962396895
7.17306706416754,-0.535883397785318
7.17312079891296,-0.535887392028741
7.17317453446004,-0.535891386331206
7.17322431187938,-0.535895160312009
7.17327804897762,-0.535899154729382
7.17333178687808,-0.535903149205825
7.1733815664995,-0.535906923350993
7.1734353059552,-0.53591091794233
7.17347152156514,-0.53591494013108
7.17352130326888,-0.535918714441202
7.17357504495158,-0.535922709207097
7.17362878743467,-0.535926704032091
7.17367857134398,-0.535930478506627
7.17373231538089,-0.535934473446521
7.17378606022001,-0.535938468445523
7.17383584632997,-0.535942243084481
7.17388959272389,-0.535946238198381
7.17394333991574,-0.535950233371394
7.17399312823312,-0.535954008174805
7.17404687698099,-0.535958003462725
7.17410062653092,-0.53596199880975
7.17415041705028,-0.535965773777599
7.17420416815389,-0.535969769239576
7.1742579200592,-0.535973764760641
7.17430771278309,-0.535977539892966
7.17436146624172,-0.535981535528998
7.17441522050551,-0.535985531224076
7.17446501543151,-0.535989306520896
7.17450124409951,-0.535993329880267
7.17455500058946,-0.53599732575
7.17460479760084,-0.536001101211804
7.1746585556467,-0.53600509719648
7.17471231449152,-0.536009093240292
7.17476211370742,-0.536012868866608
7.1748158741074,-0.536016865025382
7.17486963531077,-0.536020861243274
7.17492339731607,-0.536024857520271
7.17497319954223,-0.536007120306811
7.17502696310072,-0.536011116538411
7.17508072746278,-0.536015112829127
7.17513053183822,-0.536018888688801
7.17518429775378,-0.536022885094489
7.1752380644733,-0.536026881559311
7.17528787105468,-0.536030657583524
7.17534163932663,-0.536034654163324
7.17539540840388,-0.53603865080225
7.17544521718824,-0.536042426990994
7.17549898781852,-0.536046423744921
7.17553522959722,-0.536050448117215
7.17558504046704,-0.536054224471016
7.1756388133256,-0.536058221399632
7.17569258698685,-0.536062218387401
7.17574240006473,-0.536065994905747
7.17579617527979,-0.536069992008524
7.17584995130091,-0.536073989170405
7.1758997665813,-0.536077765853323
7.17595354415537,-0.53608176313025
7.17600732253182,-0.53608576046633
7.17605714001958,-0.536089537313851
7.17610695821122,-0.536093314214171
7.1761567771049,-0.536097091167287
7.17620659670137,-0.536100868173232
7.17625641700097,-0.536104645231987
7.17630623800339,-0.53610842234358
7.17635605970824,-0.536112199507959
7.17640588211649,-0.536115976725187
7.17645570522857,-0.536119753995202
7.17650949117199,-0.536123751893413
7.17655931573898,-0.536127529272176
7.17660914100672,-0.536131306703734
7.17665896697843,-0.536135084188138
7.17670879365523,-0.536138861725339
7.17675862103456,-0.536142639315388
7.17680844911665,-0.536146416958282
7.17685827790236,-0.536150194653961
7.17690810738934,-0.536153972402498
7.1769579375798,-0.53615775020385
7.17700776852968,-0.536140008801123
7.17706156279385,-0.536144007157066
7.17711139514322,-0.53614778496838
7.17716122819542,-0.536151562832551
7.17721106195184,-0.536155340749527
7.17726089641191,-0.53615911871933
7.1773107315742,-0.536162896742013
7.17736056744128,-0.536166674817491
7.17741040401049,-0.536170452945834
7.17746024128371,-0.536174231126991
7.17751007926,-0.536178009360992
7.17755991793929,-0.536181787647845
7.17761372052402,-0.53618578662209
7.17766356066092,-0.53618956501771
7.17771340149803,-0.536193343466169
7.1777632430388,-0.536197121967488
7.17781308528383,-0.536200900521614
7.17786292823218,-0.536204679128626
7.17791277188598,-0.536208457788466
7.17796261624297,-0.536212236501153
7.17801246130167,-0.536216015266703
7.17806230706358,-0.536219794085108
7.17811215353109,-0.536223572956364
7.17816596443737,-0.536227572549077
7.17821581235971,-0.536231351529104
7.17826566098591,-0.536235130562002
7.17831551031633,-0.536238909647753
7.17836536034829,-0.536242688786364
7.17841521108531,-0.536246467977849
7.1784650625248,-0.536250247222195
7.17851491466948,-0.536254026519368
7.17856476751757,-0.536257805869434
7.17861462106959,-0.536261585272353
7.17866447532347,-0.536265364728176
7.17871829455526,-0.536269364939472
7.178768150267,-0.536273144504069
7.17881800668209,-0.536276924121537
7.17886786380133,-0.536280703791884
7.17891772162268,-0.536284483515106
7.17896758014881,-0.536288263291188
7.17901743943366,-0.536270517761463
7.17906729936712,-0.536274297491624
7.17911716000411,-0.536278077274617
7.17914948293604,-0.53628188470608
7.17919934485962,-0.53628566459538
7.17925317229262,-0.536289665265409
7.17930303567256,-0.53629344526354
7.17935289975905,-0.536297225314541
7.17940276454806,-0.536301005418425
7.17945263004217,-0.536304785575202
7.17950249623734,-0.536308565784846
7.17955236313946,-0.536312346047386
7.17960223074349,-0.536316126362786
7.1796520990525,-0.536319906731104
7.17970196806619,-0.536323687152298
7.17975183778386,-0.536327467626373
7.17980567354408,-0.536331468915248
7.17985554471885,-0.536335249498171
7.17990541659599,-0.536339030134012
7.17995528917788,-0.536342810822721
7.18000516246308,-0.536346591564355
7.18005503645462,-0.536350372358863
7.18010491114772,-0.536354153206263
7.18015478654785,-0.536357934106569
7.1802046626493,-0.536361715059768
7.18025453945698,-0.536365496065876
7.18030441696626,-0.536369277124869
7.18035826105966,-0.536373279032736
7.18040814002819,-0.536377060200615
7.18045801970015,-0.536380841421377
7.18050790007604,-0.536384622695101
7.18055778115813,-0.536388404021695
7.18060766294259,-0.536392185401204
7.18065754543272,-0.5363959668336
7.18070742862513,-0.536399748318919
7.18075731252511,-0.536403529857164
7.18080719712715,-0.536407311448292
7.18085708243378,-0.53641109309236
7.18091093485763,-0.536415095619356
7.18096082162364,-0.536418877372301
7.18101070914603,-0.536401127713203
7.18106059731872,-0.53640490942022
7.18111048619596,-0.536408691180135
7.18116037577715,-0.536412472992981
7.18121026606439,-0.536416254858742
7.18126015705616,-0.536420036777427
7.18131004875131,-0.536423818749029
7.18135994115279,-0.536427600773561
7.18140983425417,-0.536431382850994
7.18146369501496,-0.536435385836625
7.18151358957736,-0.536439168022993
7.18156348484429,-0.536442950262304
7.18161338081712,-0.536446732554526
7.18166327749232,-0.536450514899672
7.1817131748716,-0.53645429729777
7.1817630729585,-0.536458079748757
7.18181297174636,-0.536461862252731
7.18186287124254,-0.536465644809599
7.18191277144197,-0.536469427419411
7.18196267234588,-0.536473210082146
7.18201654144271,-0.536477213687163
7.18206247626703,-0.536480775566456
7.18211237928491,-0.53648455838798
7.18215831537709,-0.53648812036408
7.18220821975529,-0.536491903288424
7.18225812483996,-0.53649568626573
7.1823040628545,-0.536499248388472
7.1823539692991,-0.536503031468572
7.18239990858101,-0.536506593688135
7.18244981638859,-0.536510376871053
7.18249972489956,-0.536514160106895
